cowcode,iso3166,country_ID,country_name,abbr_country,year,n_instdepth,n_policy,n_fiscauto,n_borrowauto,n_rep,n_lawmaking,n_execcon,n_fisccon,n_borrowcon,n_constit,n_selfrule,n_sharedrule,n_RAI,COMPONENTS,n_rep,n_assembly,n_executive,n_lawmaking,n_law_a,n_law_b,n_law_c,n_law_d,n_law_e,n_law_f
255,276,15,Germany,GER,1998,5.4,4.6,2.5,3.7,7.5,2.0,2.0,2.0,1.0,4.0,23.7,11.0,34.7,,7.5,3.6,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,1999,5.2,4.6,2.5,3.7,7.5,2.0,2.0,2.0,1.0,4.0,23.5,11.0,34.5,,7.5,3.6,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2000,5.2,4.6,2.5,3.7,7.5,2.0,2.0,2.0,1.0,4.0,23.5,11.0,34.5,,7.5,3.6,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2001,5.4,4.6,2.5,3.7,7.7,2.0,2.0,2.0,1.0,4.0,23.9,11.0,34.9,,7.7,3.8,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2002,5.4,4.6,2.5,3.7,7.7,2.0,2.0,2.0,1.0,4.0,23.9,11.0,34.9,,7.7,3.8,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2003,5.4,4.6,2.5,3.7,7.7,2.0,2.0,2.0,1.0,4.0,23.9,11.0,34.9,,7.7,3.8,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2004,5.3,4.6,2.5,3.7,7.7,2.0,2.0,2.0,1.0,4.0,23.8,11.0,34.8,,7.7,3.8,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2005,5.3,4.6,2.5,3.7,7.7,2.0,2.0,2.0,1.0,4.0,23.8,11.0,34.8,,7.7,3.8,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2006,5.3,4.6,2.5,3.7,7.7,2.0,2.0,2.0,1.0,4.0,23.8,11.0,34.8,,7.7,3.8,3.8,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2007,5.4,4.7,2.6,3.8,7.9,2.0,2.0,2.0,1.0,4.0,24.5,11.0,35.5,,7.9,4.0,4.0,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2008,5.6,4.8,2.6,3.8,8.2,2.0,2.0,2.0,1.0,4.0,25.0,11.0,36.0,,8.2,4.1,4.1,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2009,5.6,4.8,2.6,3.8,8.2,2.0,2.0,2.0,1.0,4.0,25.0,11.0,36.0,,8.2,4.1,4.1,2.0,0.5,0.5,0.5,0.5,0.0,0.0
255,276,15,Germany,GER,2010,5.6,4.8,2.6,3.8,8.2,2.0,2.0,2.0,2.0,4.0,25.0,12.0,37.0,,8.2,4.1,4.1,2.0,0.5,0.5,0.5,0.5,0.0,0.0
350,300,16,Greece,GRC,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1959,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1986,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1987,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1988,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1989,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1990,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1991,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1992,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1993,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1994,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1995,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1996,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1997,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1998,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,1999,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2000,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2001,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2002,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2003,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2004,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2005,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2006,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2007,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2008,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2009,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,300,16,Greece,GRC,2010,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1990,2.0,2.0,0.6,1.9,3.6,0.0,0.0,0.0,0.0,0.0,10.1,0.0,10.1,,3.6,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1991,2.0,2.0,0.6,1.9,3.6,0.0,0.0,0.0,0.0,0.0,10.1,0.0,10.1,,3.6,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1992,2.0,2.0,0.6,1.9,3.6,0.0,0.0,0.0,0.0,0.0,10.1,0.0,10.1,,3.6,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1993,2.0,2.0,0.6,1.9,3.6,0.0,0.0,0.0,0.0,0.0,10.1,0.0,10.1,,3.6,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1994,2.0,2.0,0.6,1.9,4.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,10.5,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1995,2.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,9.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1996,2.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,9.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1997,2.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,9.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1998,2.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,9.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,1999,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2000,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2001,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2002,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2003,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2004,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2005,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2006,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2007,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2008,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2009,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,348,17,Hungary,HUN,2010,3.0,2.0,0.6,1.2,4.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.9,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,352,18,Iceland,ISL,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
